0,1,2,3,4,5,6,7,8,9
Porahat,"2,277.39",134.69,454.56,586.50,"1,175.75",51.63,2.28,14.72,
PTR Buffer,"1,168.51",303.40,329.31,190.36,823.07,70.44,0.00,0.91,
PTR Core,807.14,129.27,386.28,97.49,613.04,75.95,0.00,0.00,
Ramgarh,"1,630.38",35.87,124.98,250.84,411.69,25.25,1.09,16.46,
Ranchi,"3,681.33",57.20,258.41,544.16,859.77,23.35,2.27,13.14,
Ranchi WL,587.42,7.40,67.63,91.84,166.87,28.41,0.03,1.09,
Sahibganj,"2,021.65",19.72,267.67,317.45,604.84,29.92,0.16,58.40,
Saraikela,"2,513.85",11.82,178.69,330.63,521.14,20.73,2.45,18.35,
Saranda,952.24,297.36,379.31,124.60,801.27,84.15,-0.22,4.82,
Simdega,"3,755.14",22.03,337.17,877.95,"1,237.15",32.95,-5.70,17.57,
Area which Does,,,,,,,,,
not fall in any,364.91,4.61,12.05,20.22,36.88,10.11,0.05,2.19,
division,,,,,,,,,
Grand Total,"79,730.68","2,635.35","9,640.99","11,489.44","23,765.78",29.81,13.71,558.32,
#As per the division boundary shapefile provided by State Forest Department.,,,,,,,,,
,,Area as per,,,,,,,
Sl.,Name of Urban Local,,Very,Mod.,,Total,Cover,,
,,Digitized,,,Open,,,Scrub,
No.,Body,,Dense,Dense,,Forest,w.r.t.,,
,,Boundary*,,,Forest,,,,
,,,Forest,Forest,,Cover,Area of,,
,,,,,,,Digitized,,
,,,,,,,Boundary,,
1,Dhanbad,227.28,0.00,0.73,6.90,7.63,3.36,0.38,
2,Jamshedpur,219.55,0.00,5.05,6.58,11.63,5.30,0.11,
3,Deoghar,161.33,0.00,0.06,11.45,11.51,7.13,0.00,
4,Ramgarh,138.17,0.70,5.42,14.30,20.42,14.78,4.11,
5,Chas,83.37,0.00,0.00,1.06,1.06,1.27,0.59,
6,Vishrampur,58.39,0.00,0.19,6.72,6.91,11.83,1.69,
7,Jumritelaiya,51.13,0.06,2.39,12.78,15.23,29.79,0.08,
8,Simdega,40.38,0.00,0.05,1.11,1.16,2.87,0.08,
9,Chhatarpur,30.18,0.00,0.00,0.21,0.21,0.70,0.00,
10,Manjhiyaon,27.62,0.00,0.00,0.91,0.91,3.29,0.62,
11,Khunti,26.60,0.00,0.06,0.92,0.98,3.68,0.00,
12,Lohardaga,23.24,0.00,0.11,0.04,0.15,0.65,0.00,
13,Medininagar,23.20,0.00,0.00,0.22,0.22,0.95,0.00,
14,Nagar Untari,20.77,0.00,0.34,1.65,1.99,9.58,0.00,
15,Hazaribag,19.33,0.00,0.13,0.67,0.80,4.14,0.00,
16,Phusro,19.28,0.00,0.45,3.41,3.86,20.02,0.01,
17,Chakuliya,19.16,0.00,0.67,3.61,4.28,22.34,0.39,
18,Basukainath,17.12,0.00,0.16,0.06,0.22,1.29,0.00,
19,Giridih,16.47,0.00,0.11,1.35,1.46,8.86,0.00,
20,Kodarma,14.96,0.14,1.63,6.54,8.31,55.55,0.00,
21,Latehar,14.46,0.00,0.41,0.35,0.76,5.26,0.00,
22,Jamtara,14.00,0.00,0.00,0.04,0.04,0.29,0.00,
23,Dumka,13.34,0.00,0.83,0.47,1.30,9.75,0.00,
24,Chatra,13.12,0.00,0.02,1.43,1.45,11.05,0.00,
25,Hussainabad,12.98,0.00,0.00,0.00,0.00,0.00,0.00,
26,Garhwa,12.63,0.00,0.00,0.02,0.02,0.16,0.28,
27,Gumla,12.31,0.00,0.00,0.11,0.11,0.89,0.00,
28,Mihijam,12.17,0.00,0.00,0.03,0.03,0.25,0.00,
29,Chakradharpur,9.90,0.00,0.00,1.46,1.46,14.75,0.00,
30,Pakur,8.92,0.00,0.00,0.04,0.04,0.45,0.00,
31,Godda,8.76,0.00,0.00,0.00,0.00,0.00,0.00,
32,Madhupur,8.14,0.00,0.01,1.26,1.27,15.60,0.00,
33,Kapali,7.05,0.00,0.00,0.00,0.00,0.00,0.00,
34,Seraikela,6.85,0.00,0.00,0.00,0.00,0.00,0.00,
35,Chirkunda,6.52,0.00,0.00,0.20,0.20,3.07,0.00,
36,Sahibganj,5.14,0.00,0.00,0.14,0.14,2.72,0.00,
37,Chaibasa,4.40,0.00,0.00,0.07,0.07,1.59,0.00,
38,Rajmahal,4.42,0.00,0.00,0.23,0.23,5.20,0.00,
,Grand Total,"1,412.64",0.90,18.82,86.34,106.06,7.51,8.34,
*Shapefile of digitized boundary as provided by Urban Development & Housing Department.,,,,,,,,,
,,,2023 Assessment inside RFA/GW,,,Total ISFR,,,
,,,,,,2021 inside,,,
Class,,,,,,,,,
,VDF,MDF,OF,Scrub,NF,RFA / GW,,,
,,,,,,Raster based*,,,
VDF,"1,443.53",0.58,0.06,0.27,0.49,"1,444.93",,,
MDF,3.95,"5,250.61",0.80,0.42,5.10,"5,260.88",,,
OF,0.05,8.09,"5,694.56",22.52,18.78,"5,744.00",,,
Scrub,0.00,0.24,55.95,226.50,5.28,287.97,,,
NF,0.00,1.53,42.58,2.48,"6,312.15","6,358.74",,,
Total ISFR,,,,,,,,,
2023 inside,"1,447.53","5,261.05","5,793.95",252.19,"6,341.80","19,096.52",,,
RFA/GW,,,,,,,,,
Net Change,2.60,0.17,49.95,-35.78,-16.94,,,,
*Area figure calculated without normalization factor.,,,,,,,,,
,Table 10.11.8 Forest Cover Change Matrix outside RFA/GW for,,,,,,,,
,Jharkhand between 2021 Raster based and 2023 Assessments,,,,,,,,
,,,,,,(km2),,,
,,,2023 Assessment outside RFA/GW,,,Total ISFR,,,
,,,,,,2021 outside,,,
Class,,,,,,,,,
,VDF,MDF,OF,Scrub,NF,RFA / GW,,,
,,,,,,Raster based*,,,
VDF,"1,182.44",0.07,0.01,0.06,0.80,"1,183.38",,,
MDF,5.36,"4,366.85",0.36,0.36,7.95,"4,380.88",,,
OF,0.02,11.64,"5,639.44",8.14,33.66,"5,692.90",,,
Scrub,0.00,0.40,25.06,287.33,6.55,319.34,,,
NF,0.00,0.98,30.62,10.24,"49,001.14","49,042.98",,,
Total ISFR,,,,,,,,,
2023 outside,"1,187.82","4,379.94","5,695.49",306.13,"49,050.10","60,619.48",,,
RFA/GW,,,,,,,,,
Net Change,4.44,-0.94,2.59,-13.21,7.12,,,,
*Area figure calculated without normalization factor.,,,,,,,,,
,Table 10.11.10 Forest Cover in Different Slope Classes in Jharkhand,,,,,,,,
,,,,,,(km2),,,
Slope,Calculated,,,,,,,,
,,VDF,MDF,OF,Total,Scrub,,,
(in degrees),Area by SoI,,,,,,,,
0-5,"65,120","1,222.03","4,726.39","6,927.89","12,876.31",327.79,,,
5-10,"8,083",687.55,"2,245.60","2,240.78","5,173.93",102.53,,,
10-15,"3,260",390.09,"1,272.05","1,111.02","2,773.16",56.60,,,
15-20,"1,790",205.94,755.78,643.93,"1,605.65",35.35,,,
20-25,915,88.10,395.47,352.64,836.21,21.63,,,
25-30,390,30.51,169.96,156.77,357.24,10.52,,,
>30,158,11.13,75.74,56.41,143.28,3.90,,,
Total,"79,716","2,635.35","9,640.99","11,489.44","23,765.78",558.32,,,
"(based on SRTM, Digital Elevation Model, 30 m, 2016).",,,,,,,,,
,,JHARKHAND,,,,,,,
,,Figure 10.11.3 Forest Cover Map of Jharkhand,,,,,,,
116,Forest Survey of India,,,,,,,,
,,,(km2),,,,,,
,,,% of the total,,,,,,
Sl. No.,Forest Type,Area,,,,,,,
,,,mapped area*,,,,,,
1,3C/C2e (ii) Moist peninsular low level sal,573.13,2.35,,,,,,
2,3C/C2e (iii) Moist peninsular valley sal,65.09,0.27,,,,,,
3,5B/C1c Dry peninsular sal forest,"13,183.65",54.20,,,,,,
4,5B/C2 Northern dry mixed deciduous forest,"8,308.01",34.16,,,,,,
5,5/DS1 Dry deciduous scrub,779.20,3.20,,,,,,
6,5/E2 Boswellia forest,11.62,0.05,,,,,,
7,5/E5 Butea forest,1.08,0.00,,,,,,
8,5/E9 Dry bamboo brakes,137.95,0.57,,,,,,
Sub Total,,"23,059.73",94.80,,,,,,
9,TOF/ Plantation,"1,264.37",5.20,,,,,,
Total (Forest Cover & Scrub),,"24,324.10",100.00,,,,,,
Table 10.11.12 District-wise Number of Forest Fire Detected,,,,,,,,,
,,,SNPP-VIIRS Detection,SNPP-VIIRS Detection,,,,,
Sl. No.,,District,,,,,,,
,,,during 2022-23,during 2023-24,,,,,
1,Bokaro,,458,242,,,,,
2,Chatra,,489,329,,,,,
3,Deoghar,,28,31,,,,,
4,Dhanbad,,204,176,,,,,
5,Dumka,,420,246,,,,,
6,East Singhbhum,,977,407,,,,,
7,Garhwa,,225,284,,,,,
8,Giridih,,361,231,,,,,
9,Godda,,451,306,,,,,
10,Gumla,,468,260,,,,,
11,Hazaribagh,,682,513,,,,,
12,Jamtara,,32,22,,,,,
13,Khunti,,198,73,,,,,
14,Kodarma,,407,278,,,,,
15,Latehar,,802,710,,,,,
16,Lohardaga,,281,135,,,,,
Table 10.11.12 District-wise Number of Forest Fire Detected,,,,,,,,,
,,SNPP-VIIRS Detection,SNPP-VIIRS Detection,,,,,,
Sl. No.,District,,,,,,,,
,,during 2022-23,during 2023-24,,,,,,
17,Pakur,180,63,,,,,,
18,Palamu,305,271,,,,,,
19,Ramgarh,320,238,,,,,,
20,Ranchi,480,252,,,,,,
21,Sahibganj,468,278,,,,,,
22,Saraikela Kharsawan,287,318,,,,,,
23,Simdega,542,27,,,,,,
24,West Singhbhum,"2,858","1,835",,,,,,
,Total,"11,923","7,525",,,,,,
Table 10.11.14 Number of Trees and their Volume for Top 5 species,,,,,,,,,
in RFA,,,,,,,,,
Sl. No.,Species,No. of Trees (in ‘000),Volume (M m3),,,,,,
1,Shorea robusta,"2,21,383",48.95,,,,,,
2,Buchanania lanzan/ Buchanania latifolia,"25,799",2.46,,,,,,
3,Terminalia elliptica/ Terminalia crenulata,"25,190",6.26,,,,,,
4,Anogeissus latifolia/ Terminalia anogeissiana,"22,574",3.65,,,,,,
5,Madhuca longifolia/ M. latifolia/ M. indica,"19,403",6.86,,,,,,
in Urban Area,,,,,,,,,
Sl. No.,Species,No. of Trees (in ‘000),Volume (M m3),,,,,,
1,Mangifera indica,"1,091",0.578,,,,,,
2,Azadirachta indica,888,0.285,,,,,,
3,Moringa species,862,0.125,,,,,,
4,Psidium guajava,656,0.029,,,,,,
5,Cassia siamea/ Senna siamea,654,0.118,,,,,,
Table 10.11.17 Major NTFP species in Jharkhand,,,,,,,,,
Sl. No.,Species,Habit,No. of Plants (in ‘000),,,,,,
1,Shorea robusta,Tree,"1,09,04,901",,,,,,
2,"D
i
ospyros melanoxylon",Tree,"38,82,847",,,,,,
3,Buchanania Lanzan,Tree,"11,19,332",,,,,,
4,Syzygium cumini,Tree,"3,15,476",,,,,,
5,Butea monosperma,Tree,"3,09,100",,,,,,
6,Woodfordia fruticosa,Shrubs,"34,06,100",,,,,,
7,Asparagus racemosus,Climbers,"20,11,476",,,,,,
8,Embelia ribes,Climbers,"2,79,372",,,,,,
9,Andrographis paniculata,Herbs,"5,57,47,956",,,,,,
10,Rauvolfia serpentina,Herbs,"42,29,155",,,,,,
Photo: FSI Repository,,,,,,,,,
Geographical Area,,,,,,,,,
"1,91,791 km2",,,,,,,,,
Geographical Coordinates,,,,,,,,,
Latitude 11◦30’ N to 18◦30’ N,,,,,,,,,
Longitude 74◦00’ E to 78◦30’ E,,,,,,,,,
Population (as per Census 2011),,,,,,,,,
61.10 million,,,,,,,,,
Urban 23.63 million (38.67 %),,,,,,,,,
Rural 37.47 million (61.33 %),,,,,,,,,
Tribal 4.25 million (6.96 %),,,,,,,,,
Average Population Density,,,,,,,,,
319 per km2,,,,,,,,,
Livestock Population,,,,,,,,,
(as per 19th Livestock Census),,,,,,,,,
27.70 million,,,,,,,,,
No. of Districts,,,,,,,,,
30,,,,,,,,,
No. of Hill Districts,,,,,,,,,
6,,,,,,,,,
No. of Tribal Districts,,,,,,,,,
5,,,,,,,,,
Table 10.12.1 Land Use Pattern,,,,,,,,,
Land Use Types,Area (in ‘000 ha),Percentage,,,,,,,
Geographical Area,"19,179",,,,,,,,
Reporting area for land utilization,"19,050.07",100.00,,,,,,,
Forests,"3,073.62",16.13,,,,,,,
Not available for land cultivation,"2,266.43",11.90,,,,,,,
Permanent pastures and other grazing lands,873.53,4.59,,,,,,,
Land under misc. tree crops and groves,211.42,1.11,,,,,,,
Culturable wasteland,394.32,2.07,,,,,,,
Fallow land other than current fallows,386.32,2.03,,,,,,,
Current fallows,678.40,3.56,,,,,,,
Net area sown,"11,166.03",58.61,,,,,,,
Table 10.12.2 Forest Cover of Karnataka,,,,,,,,,
,,(km2),,,,,,,
Class,Area,%  of Calculated Area by SoI,,,,,,,
VDF,"4,537.79",2.37,,,,,,,
MDF,"21,151.75",11.03,,,,,,,
OF,"13,564.73",7.07,,,,,,,
Total,"39,254.27",20.47,,,,,,,
Scrub,"4,513.15",2.35,,,,,,,
,Calculated,,,,,Calcu-,w.r.t.,,
,,Very,Mod.,,,,,,
District,Area by,,,Open,,lated,2021,Scrub,
,,Dense,Dense,,Total,,,,
,SoI,,,Forest,,Area,Raster,,
,,Forest,Forest,,,,,,
,,,,,,by SoI,based*,,
Bagalkot,"6,552",0.00,19.32,244.24,263.56,4.02,2.23,390.29,
Ballari,"8,461",0.00,109.10,618.52,727.62,8.60,-2.81,477.91,
BelagaviH,"13,433",35.30,724.61,394.38,"1,154.29",8.59,4.75,666.12,
Bengaluru,"2,196",0.00,25.65,258.63,284.28,12.95,-0.56,24.09,
Bengaluru Rural,"2,298",0.00,22.92,121.00,143.92,6.26,-5.51,12.25,
Bidar,"5,448",0.00,21.81,79.81,101.62,1.87,1.58,47.41,
Chamarajanagar,"5,648",93.00,"1,517.81","1,121.00","2,731.81",48.37,17.28,125.27,
ChikkamagaluruH,"7,202",900.78,"2,609.11",548.07,"4,057.96",56.34,22.27,76.72,
Chikkballapura,"4,244",0.00,19.58,258.61,278.19,6.55,1.57,181.51,
Chitradurga,"8,436",0.00,47.29,570.90,618.19,7.33,10.50,578.94,
Dakshina KannadaH,"4,861",546.31,"1,605.51","1,149.57","3,301.39",67.92,3.03,2.69,
Davanagere,"5,924",10.63,163.52,533.89,708.04,11.95,3.42,303.34,
Dharwad,"4,260",0.00,223.91,158.64,382.55,8.98,3.88,3.84,
Gadag,"4,657",0.00,0.58,140.59,141.17,3.03,0.23,119.04,
Hassan,"6,814",147.24,785.19,572.74,"1,505.17",22.09,4.16,71.75,
Haveri,"4,823",0.00,145.88,212.70,358.58,7.43,9.51,94.84,
Kalaburagi,"10,954",0.00,91.83,104.04,195.87,1.79,2.67,39.39,
KodaguH,"4,102",788.51,"1,871.04",574.56,"3,234.11",78.84,6.98,0.87,
Kolar,"3,979",0.00,57.63,339.55,397.18,9.98,7.36,66.88,
Koppal,"5,570",0.00,0.47,36.41,36.88,0.66,1.19,167.24,
Mandya,"4,962",0.01,109.64,432.04,541.69,10.92,1.19,105.46,
Mysuru,"6,307",121.21,573.10,348.75,"1,043.06",16.54,12.51,34.34,
Raichur,"8,442",0.00,1.08,47.30,48.38,0.57,1.05,189.06,
Ramanagara,"3,516",0.00,196.15,494.50,690.65,19.64,12.93,170.11,
ShivamoggaH,"8,478",495.44,"2,870.65",925.34,"4,291.43",50.62,10.65,21.27,
Tumakuru,"10,597",0.00,73.43,"1,347.47","1,420.90",13.41,13.08,399.50,
Udupi,"3,582",232.84,"1,385.61",661.20,"2,279.65",63.64,-4.04,0.00,
Uttara KannadaH,"10,277","1,166.52","5,861.39","1,115.62","8,143.53",79.24,7.00,3.26,
Vijayapura,"10,498",0.00,0.68,25.45,26.13,0.25,-0.43,7.81,
Yadgir,"5,270",0.00,17.26,129.21,146.47,2.78,0.03,131.95,
Grand Total,"1,91,791","4,537.79","21,151.75","13,564.73","39,254.27",20.47,147.70,"4,513.15",
*Area figure calculated without normalization factor.,,,,,,,,,
Division,,,,Open,,,2021,Scrub,
,Boundary,Dense,Dense,,Total,Division,,,
,,,,Forest,,,Raster,,
,Area#,Forest,Forest,,,Bound-,,,
,,,,,,,based*,,
,,,,,,ary Area,,,
Adichunchanagri,,,,,,,,,
,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Peacock Sanctuary,,,,,,,,,
Anshi National Park,17.52,3.70,12.19,1.15,17.04,97.26,1.22,0.00,
Anshi NP/Dandeli,894.45,192.65,606.64,49.16,848.45,94.86,0.00,0.46,
Arabhithittu WLS,16.91,0.00,0.66,14.39,15.05,89.00,0.05,0.13,
Attiveri Bird,,,,,,,,,
,2.27,0.00,0.88,0.00,0.88,38.77,0.00,0.00,
Sanctuary,,,,,,,,,
Bagalkote,"6,570.21",0.00,19.25,246.53,265.78,4.05,2.32,434.49,
Bandipur NP,868.68,63.73,450.84,311.66,826.23,95.11,-0.60,5.17,
Bangalore Urban,"2,161.83",0.00,15.92,113.40,129.32,5.98,-0.89,18.85,
Bangalore Rural,"2,336.19",0.00,26.77,255.31,282.08,12.07,-5.58,12.25,
Bannerghatta,,,,,,,,,
,103.52,0.00,24.09,48.53,72.62,70.15,1.00,6.45,
Wildlife,,,,,,,,,
Belgaum,"4,504.83",34.55,721.13,339.54,"1,095.22",24.31,2.84,223.33,
Bellary,"8,405.73",0.00,108.78,613.39,722.17,8.59,-2.62,445.94,
Bhadra WLS,455.02,219.25,183.16,3.68,406.09,89.25,0.00,0.00,
Bhadravathi,"3,696.92",67.60,570.30,613.38,"1,251.28",33.85,25.29,73.56,
Bidar,"5,818.79",0.00,21.82,86.06,107.88,1.85,3.11,52.43,
Bijapur,"10,495.30",0.00,0.93,26.56,27.49,0.26,-0.05,10.61,
Biligiri Ranganatha,,,,,,,,,
,"1,803.93",22.00,424.38,154.24,600.62,33.30,3.42,22.82,
Swamy temple WLS,,,,,,,,,
Bramhagiri WLS,180.46,96.38,52.46,9.41,158.25,87.69,2.43,0.04,
Cauvery WLS,579.57,0.94,306.99,214.13,522.06,90.08,0.37,10.90,
Chikballapur,"3,580.10",0.00,14.57,201.16,215.73,6.03,3.46,168.62,
Chikmagalur,"3,199.01",170.01,983.17,257.46,"1,410.64",44.10,2.72,64.11,
Chitradurga,"8,264.61",0.00,45.49,553.65,599.14,7.25,10.52,556.75,
Daroji WLS,50.48,0.00,0.03,4.98,5.01,9.92,0.02,38.59,
Davanagere,"4,533.94",0.00,23.43,295.81,319.24,7.04,2.29,266.22,
Dharwad,"5,321.26",0.00,290.95,185.21,476.16,8.95,2.50,9.61,
Gadag,"4,652.68",0.00,0.59,140.69,141.28,3.04,0.21,129.98,
Ghata Prabha  Bird,,,,,,,,,
,14.22,0.00,0.29,0.44,0.73,5.13,-0.14,0.05,
Sanctuary,,,,,,,,,
Gokak,"8,887.38",0.00,0.88,54.39,55.27,0.62,2.15,467.28,
Gudavi Bird,,,,,,,,,
,0.60,0.00,0.33,0.03,0.36,60.00,0.00,0.00,
Sanctuary,,,,,,,,,
Gulbarga,"9,629.76",0.00,90.40,79.87,170.27,1.77,0.40,30.99,
Haliyal,"1,491.49",35.88,909.83,106.83,"1,052.54",70.57,1.27,2.02,
Hassan,"6,819.30",147.24,785.19,572.74,"1,505.17",22.07,2.03,73.90,
Haveri,"3,652.16",0.00,70.98,111.50,182.48,5.00,6.02,69.64,
Honnavar,"1,921.89",313.16,900.08,242.07,"1,455.31",75.72,2.04,1.32,
Hunsur,"2,194.14",3.87,77.52,80.93,162.32,7.40,10.18,11.71,
Karwar,"1,780.64",274.78,898.19,215.88,"1,388.85",78.00,-2.22,0.15,
,Division,Very,Mod.,,,Digitized,,,
Division,,,,Open,,,2021,Scrub,
,Boundary,Dense,Dense,,Total,Division,,,
,,,,Forest,,,Raster,,
,Area#,Forest,Forest,,,Bound-,,,
,,,,,,,based*,,
,,,,,,ary Area,,,
Kolar,"4,668.45",0.00,59.67,399.84,459.51,9.84,5.77,76.39,
Kollegal,"2,880.42",33.92,603.26,590.55,"1,227.73",42.62,13.99,69.92,
Koppa,"1,818.79",321.99,"1,097.11",105.91,"1,525.01",83.85,1.95,0.00,
Koppal,"5,575.72",0.00,0.53,37.32,37.85,0.68,1.20,189.27,
Kudremukh WLS,787.22,256.54,321.36,44.85,622.75,79.11,0.64,0.03,
Kundapur,"3,617.52",117.22,"1,296.90",668.70,"2,082.82",57.58,-6.46,0.08,
Mandya,"4,872.06",0.01,91.49,389.87,481.37,9.88,1.83,92.48,
Mangalore,"3,973.92",506.12,"1,213.60","1,046.07","2,765.79",69.60,2.38,2.38,
Melukote WLS,42.30,0.00,0.87,26.65,27.52,65.06,0.42,11.71,
Mercara,"1,970.51",267.69,926.43,315.63,"1,509.75",76.62,6.53,0.73,
Mookambika WLS,399.51,40.02,234.91,66.44,341.37,85.45,1.69,0.00,
Muthodi WLS,38.98,3.46,5.00,0.26,8.72,22.37,0.00,0.00,
Mysore,"3,266.02",2.44,20.16,81.04,103.64,3.17,2.94,21.11,
Nagarhole (Rajiv,,,,,,,,,
,704.18,147.90,450.99,55.72,654.61,92.96,-0.12,0.01,
Gandhi) NP,,,,,,,,,
Nugu WLS,27.68,0.00,1.86,15.28,17.14,61.92,0.00,1.89,
Pushpagiri WLS,120.54,84.42,18.78,5.64,108.84,90.29,0.00,0.00,
Raichur,"8,445.48",0.00,1.14,47.93,49.07,0.58,1.05,196.81,
Ramanagaram,"3,351.03",0.00,148.27,436.03,584.30,17.44,12.25,144.84,
Ranganathittu Bird,,,,,,,,,
,1.41,0.00,0.00,0.12,0.12,8.51,0.00,0.00,
Sanctuary,,,,,,,,,
Ranibennur black,,,,,,,,,
,103.94,0.00,4.42,74.18,78.60,75.62,4.89,16.35,
buck Sanctuary,,,,,,,,,
Sagar,"4,824.01",126.91,"1,458.35",433.57,"2,018.83",41.85,0.38,10.69,
Sharavathy WLS,430.65,83.41,185.76,24.13,293.30,68.11,0.02,0.52,
Shettihalli WLS,691.31,115.65,302.91,63.51,482.07,69.73,1.08,0.38,
Shimoga,"1,644.13",143.22,722.45,181.97,"1,047.64",63.72,2.76,5.44,
Sirsi,"2,194.47",249.20,"1,139.68",379.04,"1,767.92",80.56,1.62,1.57,
Someswara WLS,62.22,13.89,40.01,4.06,57.96,93.15,0.05,0.00,
Talacauvery WLS,117.66,75.69,24.87,3.89,104.45,88.77,11.75,0.00,
Tumkur,"10,606.60",0.00,73.46,"1,357.80","1,431.26",13.49,1.57,289.24,
Virajpet,"1,418.99",196.48,643.69,228.50,"1,068.67",75.31,-1.74,0.43,
Yadgir,"6,238.16",0.00,17.99,142.99,160.98,2.58,0.76,136.31,
Yellapur,"1,968.00",97.03,"1,378.99",115.28,"1,591.30",80.86,2.74,0.00,
Area which does not,,,,,,,,,
,389.84,8.84,27.73,17.80,54.37,13.95,0.00,36.20,
fall in any Division,,,,,,,,,
Grand Total,"1,92,158.48","4,537.79","21,151.75","13,564.73","39,254.27",20.43,147.70,"4,513.15",
#As per the division boundary shapefile provided by State Forest Department.,,,,,,,,,
,,Digitized,,,Open,,,Scrub,
No.,Body,,Dense,Dense,,Forest,w.r.t.,,
,,Boundary*,,,Forest,,,,
,,,Forest,Forest,,Cover,Area of,,
,,,,,,,Digitized,,
,,,,,,,Boundary,,
1,Afzalpura,68.94,0.00,0.00,0.00,0.00,0.00,0.00,
2,Ainapur,59.92,0.00,0.00,0.20,0.20,0.33,0.03,
3,Aland,14.67,0.00,0.00,0.00,0.00,0.00,0.00,
4,Almel,62.88,0.00,0.00,0.02,0.02,0.03,0.00,
5,Alnavara,8.35,0.00,0.00,0.09,0.09,1.08,0.00,
6,Alur,2.37,0.00,0.00,0.07,0.07,2.95,0.00,
7,Aminagad,16.37,0.00,0.29,1.45,1.74,10.63,3.26,
8,Anavatti,35.13,0.00,2.33,4.02,6.35,18.08,0.01,
9,Anekal,6.36,0.00,0.01,0.03,0.04,0.63,0.00,
10,Ankola,10.24,0.00,0.18,3.56,3.74,36.52,0.00,
11,Annigeri,6.84,0.00,0.00,0.00,0.00,0.00,0.00,
12,Arabhavi,27.06,0.00,0.00,0.00,0.00,0.00,0.57,
13,Arkalgudu,6.62,0.00,0.15,0.11,0.26,3.93,0.00,
14,Arsikere,8.34,0.00,0.01,0.36,0.37,4.44,0.00,
15,Athani,8.76,0.00,0.00,0.00,0.00,0.00,0.27,
16,Attibele,4.28,0.00,0.00,0.00,0.00,0.00,0.00,
17,Aurad,8.74,0.00,0.00,0.00,0.00,0.00,0.00,
18,Badami,7.41,0.00,0.00,0.02,0.02,0.27,0.16,
19,Bagalkote,49.40,0.00,0.00,0.45,0.45,0.91,0.57,
20,Bagepalli,2.27,0.00,0.00,0.00,0.00,0.00,0.09,
21,Bailahongal,11.81,0.00,0.00,0.00,0.00,0.00,0.00,
22,Bajape,20.08,0.00,0.29,2.72,3.01,14.99,0.00,
23,Balaganur,16.78,0.00,0.00,0.00,0.00,0.00,0.00,
24,Ballari,87.72,0.00,0.00,0.38,0.38,0.43,0.00,
25,Bangarpet,8.61,0.00,0.00,0.00,0.00,0.00,0.00,
26,Bankapura,3.34,0.00,0.00,0.34,0.34,10.18,0.00,
27,Bannur,5.36,0.00,0.00,0.00,0.00,0.00,0.00,
28,Bantwal,25.94,0.00,3.20,4.35,7.55,29.11,0.00,
29,Basavakalyan,23.51,0.00,0.00,0.12,0.12,0.51,0.44,
30,Basavanabagewadi,124.40,0.00,0.00,0.00,0.00,0.00,0.00,
31,Bashettihalli,20.05,0.00,0.08,0.73,0.81,4.04,0.03,
32,BBMP,710.69,0.00,5.49,30.55,36.04,5.07,4.67,
33,Belagali,38.98,0.00,0.00,0.00,0.00,0.00,0.00,
34,Belagavi,92.10,0.00,1.48,5.70,7.18,7.80,1.01,
35,Belluru,20.09,0.00,0.55,5.38,5.93,29.52,0.00,
36,Belthangadi,8.88,0.03,1.47,2.71,4.21,47.41,0.00,
37,Belur,5.03,0.00,0.00,0.00,0.00,0.00,0.00,
38,Bhadravathi,56.19,0.00,0.34,5.52,5.86,10.43,0.00,
39,Bhagyanagar,7.76,0.00,0.00,0.00,0.00,0.00,0.00,
40,Bhalki,14.50,0.00,0.00,0.00,0.00,0.00,0.00,
41,Bhatkal,5.17,0.00,0.04,0.64,0.68,13.15,0.00,
42,Bidadi,44.14,0.00,0.04,1.33,1.37,3.10,0.14,
,,Area as per,,,,,,,
Sl.,Name of Urban Local,,Very,Mod.,,Total,Cover,,
,,Digitized,,,Open,,,Scrub,
No.,Body,,Dense,Dense,,Forest,w.r.t.,,
,,Boundary*,,,Forest,,,,
,,,Forest,Forest,,Cover,Area of,,
,,,,,,,Digitized,,
,,,,,,,Boundary,,
43,Bidar,48.10,0.00,0.87,1.96,2.83,5.88,0.72,
44,Bilagi,4.57,0.00,0.00,0.00,0.00,0.00,0.01,
45,Birur,7.56,0.00,0.00,0.03,0.03,0.40,0.00,
46,Bommasandra,7.10,0.00,0.01,0.04,0.05,0.70,0.00,
47,Boragaon,34.32,0.00,0.00,0.00,0.00,0.00,0.00,
48,Byadagi,18.04,0.00,0.00,0.03,0.03,0.17,0.19,
49,Bynduru,107.42,2.58,48.52,23.91,75.01,69.83,0.08,
50,Chadachana,44.23,0.00,0.00,0.04,0.04,0.09,0.00,
51,Challakere,33.09,0.00,0.00,1.74,1.74,5.26,0.74,
52,Chamarajanagara,17.30,0.00,0.00,0.00,0.00,0.00,0.00,
53,Chandapura,14.19,0.00,0.01,0.23,0.24,1.69,0.00,
54,Channagiri,1.81,0.00,0.00,0.01,0.01,0.55,0.00,
55,Channapatna,10.45,0.00,0.00,0.36,0.36,3.44,0.00,
56,Channarayanapatna,9.01,0.00,1.60,0.55,2.15,23.86,0.00,
57,Chennamman kittur,5.50,0.00,0.00,0.17,0.17,3.09,0.06,
58,Chickamagaluru,29.20,0.00,0.84,1.41,2.25,7.71,0.73,
